_id,HelpComSummary
67299dbda23f7e5639814e3d,"Removes an object from a map by key and returns it as a specific type, throwing an exception if the object is not of that type."
67299dbda23f7e5639814e3e,"Moves the model from task settings to service settings if it exists in task settings and does not already exist in service settings."
67299dbda23f7e5639814e3f,"Positions the provided XContentParser at the token immediately after the specified field, throwing an exception if the field is not found."
67299dbda23f7e5639814e40,"Calculates the time to reserve for a given number of tokens and returns it as a TimeValue object."
67299dbda23f7e5639814e41,"Reserves a specified number of tokens and returns the time value representing the time to wait until the next token is available."
67299dbda23f7e5639814e42,"Tests that the shard status is marked as complete when shutting down a non-data node."
67299dbda23f7e5639814e43,"Synchronously renews a retention lease on the leader shard. Returns an empty Optional if successful or an Optional containing a RetentionLeaseNotFoundException if the retention lease is not found."
67299dbda23f7e5639814e44,"Validates that the provided leader index settings and follower index settings are identical after removing allowed differences."
67299dbda23f7e5639814e45,"Returns a view of the given list based on the specified offset and limit."
67299dbda23f7e5639814e46,"Checks if there are candidates in the stages following the given stage."
67299dbda23f7e5639814e47,"Extracts a substring from the given string that is between two specified substrings, with options for greedy matching and case-insensitive comparison."
67299dbda23f7e5639814e48,"Records an error that occurred while retrieving a policy for an index in the step info."
67299dbda23f7e5639814e49,"Asynchronously indexes an ILM history item if lifecycle history is enabled."
67299dbda23f7e5639814e4a,"Finds the best rollup jobs from a given set of job capabilities based on an aggregation builder, returning a minimal set of required caps."
67299dbda23f7e5639814e4b,"Freezes the clock at its current time, effectively stopping it from advancing."
67299dbda23f7e5639814e4c,"Resumes the clock by switching to the system time in the current zone."
67299dbda23f7e5639814e4d,"Fast forwards the current time by a specified number of seconds."
67299dbda23f7e5639814e4e,"Rewinds the current time by a specified number of seconds."
67299dbda23f7e5639814e4f,"###Returns whether the current license is in an active state, meaning it has been started or is currently relocating."
67299dbda23f7e5639814e50,"Checks if the current license state allows tracking and starts it if permitted."
67299dbda23f7e5639814e51,"Checks if this licensed feature is allowed without tracking, based on the given license state."
67299dbda23f7e5639814e52,"Updates the status based on a condition check, resetting acknowledgement status of actions if the condition is not met."
67299dbda23f7e5639814e53,"Creates a prepared rounding instance based on the interval and time zone."
67299dbda23f7e5639814e54,"Checks if the given expression is valid by attempting to validate it and catching any exceptions that may occur."
67299dbda23f7e5639814e55,"Creates a response for the given document ID, headers, and response object."
67299dbda23f7e5639814e56,"Retrieves the response for the given async execution ID and notifies the provided listener with the result."
67299dbda23f7e5639814e57,"Sets the internal user for the current context, establishing an internal authentication based on the provided `InternalUser` and `TransportVersion`."
67299dbda23f7e5639814e58,"Checks if a given action is allowed for any group based on the action's type or mapping update privileges."
67299dbda23f7e5639814e59,"Validates an application name, checking that it is not blank and does not contain whitespace or invalid characters. The default validation rules do not allow wildcard characters; use the overloaded method to permit these if necessary."
67299dbda23f7e5639814e5a,"Verifies if the provided data matches the given hash by resolving the appropriate hasher based on the hash prefix and then verifying the data using the resolved hasher."
67299dbda23f7e5639814e5b,"Writes authentication information to the given ThreadContext, ensuring it does not already contain authentication data and encoding the authentication object as a Base64 string for inclusion as a header."
67299dbda23f7e5639814e5c,"Generates a salt string for use with bcrypt using the provided log rounds."
67299dbda23f7e5639814e5d,"Generates a salt string using the default number of log2 rounds."
67299dbda23f7e5639814e5e,"Checks if the alignment of checkpoints is disabled based on the provided settings configuration."
67299dbda23f7e5639814e5f,"`Creates a BitSet representing a mask for short fields in the given list of rows, where a field is considered ""short"" if all its corresponding values across rows are either null or shorter than the specified long field threshold."
67299dbda23f7e5639814e60,"Computes the Levenshtein distance between two rows of strings on a field-by-field basis. The distance is calculated for all fields in both rows, ignoring any fields that do not exist in one row but do exist in the other by treating missing fields as empty strings."
67299dbda23f7e5639814e61,"Calculates the weights for each matched format based on their ability to merge with the timestamp formats of the matches and their preface lengths, stopping early if a leader cannot be overtaken."
67299dbda23f7e5639814e62,"Checks if a sample can be considered as text based on the presence of newlines and non-blank lines."
67299dbda23f7e5639814e63,"Replaces occurrences of the given pattern in a target list with new expressions generated by a replacer function. Returns true if any replacements were made, and updates an additional list of original expressions to reflect these changes."
67299dbda23f7e5639814e64,"Combines a list of queries into a single boolean query using the specified clause."
67299dbda23f7e5639814e65,"Returns the given unsigned long value as a Number object."
67299dbda23f7e5639814e66,"Counts the number of coordinates at the end of an array that are identical to the first coordinate."
67299dbda23f7e5639814e67,"Adjusts the breaker by the given delta value, potentially tripping the circuit if the limit is exceeded."
67299dbda23f7e5639814e68,"Returns the middle value of an ascending sequence in the given IntBlock. If the count is even, returns the average of the two middle values without causing overflow."
67299dbda23f7e5639814e69,"Checks if the rounding operation exceeds the specified 'to' boundary within a given number of buckets."
67299dbda23f7e5639814e6a,"Evaluates the input Block in ascending order and returns a new Block with the first non-null value for each position, or null if all values are null."
67299dbda23f7e5639814e6b,"Schedules snapshot jobs based on the provided cluster state."
67299dbda23f7e5639814e6c,"Generates a set of non-contiguous and non-empty random byte ranges within a specified length."
67299dbda23f7e5639814e6d,"Finishes the current operation by marking all bytes as accounted for, releasing any remaining permits, and resetting the buffer."
67299dbda23f7e5639814e6e,"Checks if a given node is safe to shut down based on the presence of running deployments and active tasks."
67299dbda23f7e5639814e6f,"Finishes reporting of datafeed timing statistics by flushing any pending writes immediately. If interrupted, the thread's interrupt flag is restored and a warning message is logged."
67299dbda23f7e5639814e70,"Marks the current task as locally aborted and isolates its data feed due to a specified reason."
67299dbda23f7e5639814e71,"Finds the common prefix in a given byte array by traversing a trie-like data structure, returning an OptionalInt containing the value associated with the first leaf node encountered."
67299dbda23f7e5639814e72,"Returns the top transaction IDs based on their frequency in all transactions."
67299dbda23f7e5639814e73,"Returns the top item IDs of all items. The number of returned item IDs is equal to the total number of items available."
67299dbda23f7e5639814e74,"Returns the log probability of `x` successes in `numberOfTrials` trials, given a binomial distribution with a specified probability of success."
67299dbda23f7e5639814e75,"Computes the natural logarithm of a binomial probability using Stirling's approximation for large values and an optimized method for small values, handling edge cases where `x` is 0 or equal to `n`."
67299dbda23f7e5639814e76,"Checks if this entity has been refreshed recently based on its last update time and staleness duration."
67299dbda23f7e5639814e77,"Returns the estimated memory requirement of an anomaly detector job."
67299dbda23f7e5639814e78,"Retrieves the estimated memory requirement for a data frame analytics job."
67299dbda23f7e5639814e79,"Refreshes the ML memory tracker with the given persistent tasks and notifies the provided listener when complete. If a refresh is already in progress, it will not initiate another one."
67299dbda23f7e5639814e7a,"Waits for a flush acknowledgement with the specified ID, returning the acknowledgement if received within the given timeout or null if timed out."
67299dbda23f7e5639814e7b,"Builds and returns a TimeRange object based on the provided start and end times."
67299dbda23f7e5639814e7c,"Deletes all annotations for the current job, triggering an asynchronous callback with a boolean response indicating success."
67299dbda23f7e5639814e7d,"Persists a bucket to the index, removing any nested records and persisting its influencers standalone. Returns this Builder instance for chaining further operations."
67299dbda23f7e5639814e7e,Deletes the interim results for a job with the specified ID.
67299dbda23f7e5639814e7f,"Flushes any queued writes and notifies the provided listener when complete."
67299dbda23f7e5639814e80,"Tests the bounded tiler inflation for a specific H3 index (""8001fffffffffff"") at two different precisions (0 and 1), verifying that the inflated bounding boxes match expected bounds."
67299dbda23f7e5639814e81,"Sets a GeoShape cell value for the given tile coordinates if the tile is valid."
67299dbda23f7e5639814e82,"Checks if the bounding box defined by the given coordinates intersects with this object's bounding box. The method handles cases where the longitude range spans across the antimeridian (i.e., -180 to 180 degrees)."
67299dbda23f7e5639814e83,"Determines the geometric relationship between a given point and the current object, returning whether they are disjoint or not."
67299dbda23f7e5639814e84,"Returns the last commit generation from an array of segment files by parsing their names and finding the maximum generation. If no valid segment files are found, returns -1."
67299dbda23f7e5639814e85,"Skips the final output from the provided DataInput stream."
67299dbda23f7e5639814e86,"Generates and returns a random alphanumeric string of length between 1 and 32 characters that can be used as a valid instance name."
67299dbda23f7e5639814e87,"Creates a user with run-as role using the root user credentials for authentication."
67299dbda23f7e5639814e88,"Invalidates tokens for a specified realm by sending a DELETE request to the token endpoint."
67299dbda23f7e5639814e89,"Returns the part number for a given position in the file, ensuring that the position is valid and the calculated part number falls within the bounds of available parts."
67299dbda23f7e5639814e8a,"Removes the specified cache key from the cache by invoking an invalidate operation."
67299dbda23f7e5639814e8b,"Marks the current operation as failed with the provided exception and failure message, logging and auditing the failure as part of the marking process."
67299dbda23f7e5639814e8c,"Resolves an expression as a set of root attributes."
67299dbda23f7e5639814e8d,"Returns a FieldAttribute representing a keyword field with the specified name."
67299dbda23f7e5639814e8e,"Increments a translation metric counter, tracking the number of translations performed."
67299dbda23f7e5639814e8f,"Returns a ZonedDateTime object representing the given date string with time set to start of day (00:00:00) in UTC."
67299dbda23f7e5639814e90,"Prints a message to the output with specified verbosity."
67299dbda23f7e5639814e91,"Converts an IJK coordinate to a geographic latitude-longitude pair."
67299dbda23f7e5639814e92,"Normalizes the current values of `i`, `j`, and `k` by subtracting their minimum value from each."
67299dbda23f7e5639814e93,"Moves to a neighboring position in the specified direction if it is valid."
67299dbda23f7e5639814e94,"Converts the current IJK coordinates to geographic latitude and longitude for a given resolution."
67299dbda23f7e5639814e95,"Calculates the number of children at a specified resolution for an H3 index represented as a hexadecimal string."
67299dbda23f7e5639814e96,"Returns the number of not intersecting children of a given H3 index, wrapped around stringToH3 helper function to convert the input H3 address from a hexadecimal string."
67299dbda23f7e5639814e97,"Returns the H3 index of the North Pole at the specified resolution."
67299dbda23f7e5639814e98,"Returns the H3 index for the South Pole at a given resolution."
67299dbda23f7e5639814e99,"Returns the maximum latitude reached by a great circle passing through this point and the given location."
67299dbda23f7e5639814e9a,"Computes the minimum latitude of a great circle defined by this point and another given point."
67299dbda23f7e5639814e9b,"Converts hex2d coordinates of this object to geographic coordinates on a sphere."
67299dbda23f7e5639814e9c,"Rotates a hexagonal cell in the H3 grid 60 degrees counter-clockwise."
67299dbda23f7e5639814e9d,"Consumes a new data point with the given coordinates."
67299dbda23f7e5639814e9e,"Encodes a base32 hash string into a compact long representation, prepending the original length of the hash."
67299dbda23f7e5639814e9f,"Encodes a geographic location specified by longitude and latitude into a compact string representation, defaulting to precision level 12."
67299dbda23f7e5639814ea0,"Encodes a location defined by latitude and longitude into a geohash string at the specified level of precision."
67299dbda23f7e5639814ea1,"Tests that the EmbeddedImplClassLoader correctly resolves a resource with a parent class loader when the resource path has non-package name segments."
67299dbda23f7e5639814ea2,"Checks the manifest of a JAR file for a specified target Java version and throws an exception if the system's Java version is insufficient."
67299dbda23f7e5639814ea3,"Checks if a portion of the given array is ordered and that its elements are correlated with multiple value arrays."
67299dbda23f7e5639814ea4,"Sorts the array of keys and corresponding values in ascending order based on the key. If multiple keys have the same value, the corresponding values are sorted by their weights to place larger weights closer to the median. If no weight array is provided, a copy of the first values array is used as the weights."
67299dbda23f7e5639814ea5,"Compresses the data using the public compression ratio."
67299dbda23f7e5639814ea6,"Attempts to find the Elastic APM agent JAR file in the current working directory or a specified installation directory."
67299dbda23f7e5639814ea7,"Forces the JVM process to stop immediately, cancelling any ongoing operations and closing input/output streams."
67299dbda23f7e5639814ea8,"Returns a list of index-compatible versions, filtered by supported architectures."
67299dbda23f7e5639814ea9,"Asserts that the number of unassigned tasks in a cluster matches the expected count."
67299dbda23f7e5639814eaa,"Creates a `PersistentTasksClusterService` instance using the provided assignment function."
67299dbda23f7e5639814eab,"Returns an Optional containing the first Error found in the cause or its suppressed exceptions and causes."
67299dbda23f7e5639814eac,"Collects and returns a list of absolute paths for shards from the given data paths."
67299dbda23f7e5639814ead,"Initializes the builder as a new index based on the provided index metadata."
67299dbda23f7e5639814eae,"Cancels the relocation of a shard and updates its assignment."
67299dbda23f7e5639814eaf,"Resolves the given expressions to a set of index names using lenient expand open indices options."
67299dbda23f7e5639814eb0,"Determines if the provided collection of indices or aliases represents all available options, either by being null, empty, or containing a single element that matches the explicit ""all"" pattern."
67299dbda23f7e5639814eb1,"Closes the current instance, waiting up to a specified time for any in-flight requests to complete before proceeding. If interrupted, the thread's interrupt flag is set."
67299dbda23f7e5639814eb2,"Returns a list of TaskGroups, lazily building them if they have not been initialized yet."
67299dbda23f7e5639814eb3,"Scales down a given value based on the current sampling probability, returning the original value if no sampling is applied."
67299dbda23f7e5639814eb4,"Returns the input value scaled up by the inverse of the sampling probability, if the current instance has been sampled; otherwise returns the original value."
67299dbda23f7e5639814eb5,"Encodes a given hash into a string representation of Zoom/X/Y tile coordinates in the format ""zoom/x/y""."
67299dbda23f7e5639814eb6,"Adds an unbounded to range aggregation."
67299dbda23f7e5639814eb7,"Adds a new unbounded from range to the aggregation."
67299dbda23f7e5639814eb8,"Returns a LeafBucketCollector for the given LeafReaderContext and in-collector, while also updating the competitive bounds changed listener if necessary."
67299dbda23f7e5639814eb9,"Submits the task to the cluster service as an unbatched state update task with a source string indicating record migration status."
67299dbda23f7e5639814eba,"Returns the value at the specified path as a byte array."
67299dbda23f7e5639814ebb,"Returns the current retention leases without expiring any existing leases."
67299dbda23f7e5639814ebc,"Returns the current retention leases without expiring them."
67299dbda23f7e5639814ebd,"Determines whether a given string has content, i.e., is not null and has a length greater than zero."
67299dbda23f7e5639814ebe,"Returns a Runnable that preserves the context when executing the given command."
67299dbda23f7e5639814ebf,"Fast forwards the countdown by resetting its value to zero and returns true if there were remaining counts, false otherwise."
67299dbda23f7e5639814ec0,"Checks if a given string matches a simple pattern. The pattern can contain '*' as a wildcard character, which matches zero or more characters in the string. If caseInsensitive is true, both the pattern and string are converted to lowercase before matching."
67299dbda23f7e5639814ec1,"Updates the dynamic settings of a given `Settings` object using the provided `toApply` settings and stores the updated values in the `target` and `updates` builders."
67299dbda23f7e5639814ec2,"Formats an InetAddress object into a string representation."
67299dbda23f7e5639814ec3,"Closes the specified channel without blocking."
67299dbda23f7e5639814ec4,"Creates a CompressedXContent object from the provided JSON string."
67299dbda23f7e5639814ec5,"Calculates the minimum output network buffer size required to handle a composite buffer of plaintext data."
67299dbda23f7e5639814ec6,"Calculates the required output buffer space for a given number of plaintext bytes and buffers."
67299dbda23f7e5639814ec7,"Converts a byte array into an IP address string."
67299dbda23f7e5639814ec8,"Returns a subsequence of the ASCII string from the specified `start` index to the specified `end` index, inclusive."
67299dbda23f7e5639814ec9,"Tests whether the specified region of this sequence matches the specified region of a given sequence. The result is `true` if and only if the specified ranges of characters are equal, optionally ignoring case."
67299dbda23f7e5639814eca,"Returns the smallest power of two that is greater than or equal to the given value, handling edge cases for non-positive values and the maximum representable integer."
67299dbda23f7e5639814ecb,"Returns a pseudorandom, uniformly distributed long value between the specified origin (inclusive) and bound (exclusive)."
67299dbda23f7e5639814ecc,"Formats a message using a single argument."
67299dbda23f7e5639814ecd,"Copies the provided integer values into a new `ByteBuf`, where each integer is written in big-endian byte order. If no values are provided, an empty buffer is returned."
67299dbda23f7e5639814ece,"Calculates the CRC-32C checksum of the entire contents of the given ByteBuf."
67299dbda23f7e5639814ecf,"Writes a unary encoded integer to the provided ByteBuf, where each '1' represents a count and a final '0' signifies the end of the sequence."
67299dbda23f7e5639814ed0,"Finishes the encoding process for the given channel handler context, flushing any remaining data and signaling the end of the stream."
67299dbda23f7e5639814ed1,"Updates the CRC (Cyclic Redundancy Check) value with the given integer value, repeated for a specified number of times."
67299dbda23f7e5639814ed2,"Validates a given value as an HTTP header value according to the field-content rule (RFC 7230, Section 3.2). Returns the index of the first invalid character in the value, or -1 if the value is valid."
67299dbda23f7e5639814ed3,"Skips over whitespace characters in a byte array from a specified starting index, returning the number of bytes skipped before encountering a non-whitespace character."
67299dbda23f7e5639814ed4,"Checks if a secret store exists based on the provided SecureConfig."
67299dbda23f7e5639814ed5,"Checks if the current writer is stale based on the flush interval."
67299dbda23f7e5639814ed6,"Returns a collection of plugin config specs that includes the provided input settings combined with common input settings such as add field, enable metric, codec, id, tags, and type configurations."
67299dbda23f7e5639814ed7,"Parses the given SpEL expression and checks that it can be successfully parsed into an AST."
67299dbda23f7e5639814ed8,"Checks the given request origin against a CorsConfiguration, returning the origin if it is allowed or null otherwise."
67299dbda23f7e5639814ed9,"Encodes a source string using the specified charset and URI component type."
67299dbda23f7e5639814eda,"Decodes and cleans a given URI string by removing semicolon content, decoding the request string based on the HttpServletRequest, and sanitizing the path to remove consecutive forward slashes."
67299dbda23f7e5639814edb,"Returns the fallback time zone if JSTL is present and a time zone can be resolved from the page context."
67299dbda23f7e5639814edc,"Determines whether the target class of a given bean should be proxied, considering its factory and name in the context of this application."
67299dbda23f7e5639814edd,"Sets the argument names of the advice method from a comma-delimited string."
67299dbda23f7e5639814ede,"Sets the plain text content of this message."
67299dbda23f7e5639814edf,"Retrieves a Connection to the database. If thread-bound credentials are available, they will be used; otherwise, the globally configured username and password will be used. The retrieved Connection may have its catalog and schema set if they were previously configured."
67299dbda23f7e5639814ee0,"Skips over any end-of-line characters ('\n' or '\r\n') in the provided ByteBuffer."
67299dbda23f7e5639814ee1,"Establishes an asynchronous connection to a Stomp session using the provided handler."
67299dbda23f7e5639814ee2,"Returns the time zone associated with the current locale context."
67299dbda23f7e5639814ee3,"Retrieves the current transaction object for this thread, either from a cached UserTransaction or by looking it up in JNDI if caching is disabled."
67299dbda23f7e5639814ee4,"Checks for memory leaks immediately, invoking a blocking check that will wait indefinitely until no leaks are detected or an error is thrown due to a timeout."
67299dbda23f7e5639814ee5,"Increases the current indentation level and returns the updated IndentingWriter instance."
67299dbda23f7e5639814ee6,"Checks if a constant exists in the given array of enumeration values, ignoring case."
67299dbda23f7e5639814ee7,"Returns the position after the start of a comment if present in the given line, otherwise returns the index where it would be."
67299dbda23f7e5639814ee8,"Finds the best matching locale for a given language, checking for an exact match within supported languages and defaulting to the system's best matching locale if not found."
67299dbda23f7e5639814ee9,"Cancels a notification with the specified ID in the given context, handling conversation support for compatible Android versions."
67299dbda23f7e5639814eea,"Returns the yaw angle of a rotation in radians."
67299dbda23f7e5639814eeb,"Returns the angle of rotation around the given axis in radians."
67299dbda23f7e5639814eec,"Sets the transformation to a translation, rotation and scale, based on the given translation vector, degrees of rotation and scale factors."
67299dbda23f7e5639814eed,"Scales this affine transformation by the specified vector."
67299dbda23f7e5639814eee,"Calculates the quality of a triangle defined by three points in 2D space. The quality is determined as the ratio of the length of the shortest side to the circumradius of the triangle."
67299dbda23f7e5639814eef,"Checks if two line segments defined by points p1-p2 and p3-p4 intersect and stores the intersection point in the provided Vector2 object."
67299dbda23f7e5639814ef0,"Computes the arctangent of `y/x` in degrees, handling special cases for infinity and NaN values, with quadrant correction based on the signs of `x` and `y`."
67299dbda23f7e5639814ef1,"Returns the angle in degrees from the positive x-axis to a point (x, y) where both the x and y coordinates are specified relative to an origin. The range of return values is [0, 360)."
67299dbda23f7e5639814ef2,"Cancels all current touch focuses."
67299dbda23f7e5639814ef3,"Sets whether the table under the mouse should be highlighted for debugging purposes."
67299dbda23f7e5639814ef4,"Removes the specified actor from this container."
67299dbda23f7e5639814ef5,"Removes all children and clears the actor's state, optionally unfocusing them from the stage."
67299dbda23f7e5639814ef6,"Sets the background drawable, adjusting padding to match the new background's dimensions."
67299dbda23f7e5639814ef7,"Resizes the data structure to a specified maximum capacity and clears all existing entries."
67299dbda23f7e5639814ef8,"Returns the length of the run starting at index `lo` in the array `a`, ensuring it is ascending. If the initial run is descending, it reverses the range to make it ascending. The comparison is performed using the provided comparator `c`."
67299dbda23f7e5639814ef9,"Posts a task for immediate execution without any delay or interval, and with no repetition."
67299dbda23f7e5639814efa,"Scales the size of this object uniformly by a specified factor, effectively scaling both x and y dimensions equally."
67299dbda23f7e5639814efb,"Applies a quaternion-based rotation to the current transformation."
67299dbda23f7e5639814efc,"Animates the provided animation with specified parameters and returns an AnimationDesc object."
67299dbda23f7e5639814efd,"Queues the specified animation with the given parameters, preparing it to be played once the current animation finishes or immediately if no animation is currently playing."
67299dbda23f7e5639814efe,"Returns a File object representing the directory at the specified subdirectory path, creating it if it does not exist."
67299dbda23f7e5639814eff,"Persists the given entity and returns its generated identifier."
67299dbda23f7e5639814f00,"Builds a string representation for the given running service."
67299dbda23f7e5639814f01,"Builds a JDBC connection string for the given running service and database."
67299dbda23f7e5639814f02,"Returns the optional double value associated with the given name, or Double.NaN if no such mapping exists."
67299dbda23f7e5639814f03,"Returns an optional integer value associated with the given name, defaulting to 0 if not found or unable to be converted."
67299dbda23f7e5639814f04,"Returns the optional long value associated with the given key, defaulting to 0 if not present or unable to be converted."
67299dbda23f7e5639814f05,"Returns a string value for the given key, using an empty string as the default if no such key exists or its value is null."
67299dbda23f7e5639814f06,"Creates a new directory in the archive with default permissions (0755) and specified owner."
67299dbda23f7e5639814f07,"Creates a file with default permissions (0644) in the archive."
67299dbda23f7e5639814f08,"Stops the lifecycle, releasing any held locks and cleaning up resources."
67299dbda23f7e5639814f09,"Converts a TableFunction into a list of Calcite FunctionParameters."
67299dbda23f7e5639814f0a,"Returns true if the given RexNode represents a non-trivial string concatenation operation, i.e., it is a string concatenation with at least one input operand."
67299dbda23f7e5639814f0b,"Submits a SQL query task successfully and returns its status."
67299dbda23f7e5639814f0c,"Returns the smallest power of two that is greater than or equal to the given value."
67299dbda23f7e5639814f0d,"Computes the hash of a single value by updating an initial hash with the given value and then finalising it."
67299dbda23f7e5639814f0e,"Returns a 32-bit integer hash code for the given long value."
67299dbda23f7e5639814f0f,"Opens all neo stores."
67299dbda23f7e5639814f10,"Decodes a PropertyBlock into a TextValue. This method delegates to the more general decode(long[], int) function with an offset of 0."
67299dbda23f7e5639814f11,"Adds one or more end conditions to the race, allowing it to be stopped when any of the conditions are met."
67299dbda23f7e5639814f12,"Returns a random valid Unicode code point between the minimum configured code point and the specified maximum code point, excluding unassigned, private use, and surrogate characters."
67299dbda23f7e5639814f13,"Releases an exclusive lock and immediately acquires a write lock at the specified address, ensuring atomicity of the operation."
67299dbda23f7e5639814f14,"Returns the reference count of this object."
67299dbda23f7e5639814f15,"Evicts a page from the translation table, updating transaction IDs if necessary."
67299dbda23f7e5639814f16,"Clears the changed flags for chunks based on the specified node density."
67299dbda23f7e5639814f17,"Creates a physical log channel for an existing log version."
67299dbda23f7e5639814f18,"Returns the total waiting time in nanoseconds, including any additional wait time from an executing query."
67299dbda23f7e5639814f19,"Stops the specified index population and checks if the store scan should be stopped due to emptiness."
67299dbda23f7e5639814f1a,"Returns a PhysicalLogVersionedStoreChannel instance for the log file at version 0."
67299dbda23f7e5639814f1b,"Releases the write lock by applying a spin transform operation, allowing other threads to acquire the lock."
67299dbda23f7e5639814f1c,"Checks for out-of-bounds conditions and verifies that the seeker has not been closed, re-throwing any caught exceptions."
67299dbda23f7e5639814f1d,"Writes the given generation and pointer to the provided PageCursor, validating both values before writing."
